,iter,norm
74,75,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
75,76,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
76,77,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
77,78,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
78,79,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
79,80,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
80,81,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
81,82,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
82,83,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
83,84,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
84,85,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
85,86,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
86,87,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
87,88,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
88,89,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
89,90,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
90,91,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
91,92,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
92,93,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
93,94,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
94,95,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
95,96,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
96,97,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
97,98,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
98,99,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
99,100,"{'adjacent_negative_facts': 1, 'adjacent_facts_from_clue': 1, 'adjacent_facts_from_bijectivity': 1, 'adjacent_facts_from_transitivity': 4, 'other_negative_facts': 1, 'other_positive_facts': 1, 'adjacent_clue': 1, 'adjacent_bijectivity': 1, 'adjacent_transitivity': 1, 'other_clue': 1, 'other_transitivity': 1, 'other_bijectivity': 1}"
